start_id,end_id,relation,end_time,position,sport_number,start_time,time
Q2713164,Q180950,draftby,,,,,24 June 2010
Q919197,Q170649,draftby,,,,,24 June 2010
Q3805594,Q131371,draftby,,,,,01 July 1947
Q58008659,Q161337,draftby,,,,,2020
Q513749,Q2928124,draftby,,,,,01 July 1947
Q1554023,Q138089,draftby,,,,,2015
Q963613,Q131364,draftby,,,,,10 May 1948
Q13606007,Q169637,draftby,,,,,2013
Q64759181,Q170649,draftby,,,,,2019
Q965531,Q157376,draftby,,,,,24 June 2010
Q75060241,Q131364,draftby,,,,,2020
Q27999533,Q169661,draftby,,,,,2019
Q775144,Q157376,draftby,,,,,2007
Q27925506,Q976396,draftby,,,,,2018
Q352159,Q157376,draftby,,,,,2009
Q2462787,Q161337,draftby,,,,,24 June 2010
Q29438680,Q121783,draftby,,,,,2017
Q51247599,Q131364,draftby,,,,,2019
Q2271388,Q138089,draftby,,,,,1999
Q32076468,Q131371,draftby,,,,,2019
Q928064,Q170558,draftby,,,,,24 June 2010
Q61968876,Q138089,draftby,,,,,2019
Q115509,Q162990,draftby,,,,,
Q127125,Q132893,draftby,,,,,
Q144703,Q159893,draftby,,,,,
Q161817,Q131371,draftby,,,,,
Q181601,Q128109,draftby,,,,,
Q205326,Q128109,draftby,,,,,
Q220565,Q572134,draftby,,,,,
Q265692,Q167253,draftby,,,,,
Q270981,Q164177,draftby,,,,,
Q275183,Q164177,draftby,,,,,
Q281499,Q167253,draftby,,,,,
Q286765,Q169661,draftby,,,,,
Q294788,Q170649,draftby,,,,,
Q298531,Q131371,draftby,,,,,
Q298981,Q166105,draftby,,,,,
Q310108,Q157376,draftby,,,,,
Q311895,Q169661,draftby,,,,,
Q313488,Q169637,draftby,,,,,
Q316256,Q169661,draftby,,,,,
Q318926,Q121783,draftby,,,,,
Q318929,Q170329,draftby,,,,,
Q319336,Q169637,draftby,,,,,
Q350464,Q163480,draftby,,,,,
Q352319,Q157376,draftby,,,,,
Q355750,Q121783,draftby,,,,,
Q357757,Q170649,draftby,,,,,
Q358093,Q165529,draftby,,,,,
Q358723,Q164177,draftby,,,,,
Q361134,Q132880,draftby,,,,,
Q360894,Q170649,draftby,,,,,
Q366607,Q159893,draftby,,,,,
Q368573,Q131364,draftby,,,,,
Q370275,Q161345,draftby,,,,,
Q371224,Q163480,draftby,,,,,
Q380018,Q132880,draftby,,,,,
Q428535,Q163480,draftby,,,,,
Q449642,Q121783,draftby,,,,,
Q449245,Q159729,draftby,,,,,
Q461407,Q169637,draftby,,,,,
