start_id,end_id,relation,end_time,position,sport_number,start_time,time
Q3973191,Q462471,playsposition,,,,,
Q3984803,Q462471,playsposition,,,,,
Q4017842,Q462471,playsposition,,,,,
Q4020006,Q462471,playsposition,,,,,
Q4024087,Q462471,playsposition,,,,,
Q4274206,Q462471,playsposition,,,,,
Q18057253,Q462471,playsposition,,,,,
Q14834367,Q462471,playsposition,,,,,
Q15937973,Q462471,playsposition,,,,,
Q16240120,Q462471,playsposition,,,,,
Q17183020,Q462471,playsposition,,,,,
Q2325610,Q462471,playsposition,,,,,
Q2327114,Q462471,playsposition,,,,,
Q2333229,Q462471,playsposition,,,,,
Q2354467,Q462471,playsposition,,,,,
Q2445151,Q462471,playsposition,,,,,
Q2486104,Q462471,playsposition,,,,,
Q1749388,Q462471,playsposition,,,,,
Q2562208,Q462471,playsposition,,,,,
Q2568192,Q462471,playsposition,,,,,
Q2569994,Q462471,playsposition,,,,,
Q2571956,Q462471,playsposition,,,,,
Q1857885,Q462471,playsposition,,,,,
Q1999141,Q462471,playsposition,,,,,
Q2232073,Q462471,playsposition,,,,,
Q2260799,Q462471,playsposition,,,,,
Q2308568,Q462471,playsposition,,,,,
Q862801,Q308879,playsposition,,,,,
Q2324397,Q462471,playsposition,,,,,
Q2329080,Q462471,playsposition,,,,,
Q2335292,Q462471,playsposition,,,,,
Q2337198,Q462471,playsposition,,,,,
Q2338104,Q462471,playsposition,,,,,
Q2340949,Q462471,playsposition,,,,,
Q2342202,Q462471,playsposition,,,,,
Q2344013,Q462471,playsposition,,,,,
Q924575,Q308879,playsposition,,,,,
Q926153,Q308879,playsposition,,,,,
Q938023,Q308879,playsposition,,,,,
Q941349,Q308879,playsposition,,,,,
Q983599,Q308879,playsposition,,,,,
Q984074,Q308879,playsposition,,,,,
Q2447400,Q462471,playsposition,,,,,
Q2455969,Q462471,playsposition,,,,,
Q2486090,Q462471,playsposition,,,,,
Q1032471,Q308879,playsposition,,,,,
Q2520287,Q462471,playsposition,,,,,
Q2563071,Q462471,playsposition,,,,,
Q2565774,Q462471,playsposition,,,,,
Q2565823,Q462471,playsposition,,,,,
Q2573187,Q462471,playsposition,,,,,
Q2575210,Q462471,playsposition,,,,,
Q1151037,Q308879,playsposition,,,,,
Q2626273,Q462471,playsposition,,,,,
Q2629179,Q462471,playsposition,,,,,
Q1173006,Q308879,playsposition,,,,,
Q1260757,Q308879,playsposition,,,,,
Q1277115,Q308879,playsposition,,,,,
Q2737145,Q462471,playsposition,,,,,
Q1362580,Q308879,playsposition,,,,,
Q1375950,Q308879,playsposition,,,,,
Q1386659,Q308879,playsposition,,,,,
Q1424397,Q308879,playsposition,,,,,
Q1439541,Q308879,playsposition,,,,,
Q1463719,Q308879,playsposition,,,,,
Q1606675,Q308879,playsposition,,,,,
Q1606779,Q308879,playsposition,,,,,
Q1608798,Q308879,playsposition,,,,,
Q1608898,Q308879,playsposition,,,,,
Q1616709,Q308879,playsposition,,,,,
Q1621417,Q308879,playsposition,,,,,
Q1626442,Q308879,playsposition,,,,,
Q1626618,Q308879,playsposition,,,,,
Q1627447,Q308879,playsposition,,,,,
Q1628889,Q308879,playsposition,,,,,
Q1629965,Q308879,playsposition,,,,,
Q1631637,Q308879,playsposition,,,,,
Q1638149,Q308879,playsposition,,,,,
Q1640846,Q308879,playsposition,,,,,
Q1693481,Q308879,playsposition,,,,,
Q1738178,Q308879,playsposition,,,,,
Q1748157,Q308879,playsposition,,,,,
Q1748685,Q308879,playsposition,,,,,
Q2060762,Q308879,playsposition,,,,,
Q2110879,Q308879,playsposition,,,,,
Q3641267,Q462471,playsposition,,,,,
Q3641309,Q462471,playsposition,,,,,
Q3641347,Q462471,playsposition,,,,,
Q3646339,Q462471,playsposition,,,,,
Q3661316,Q462471,playsposition,,,,,
Q3666674,Q462471,playsposition,,,,,
Q3681888,Q462471,playsposition,,,,,
Q3693713,Q462471,playsposition,,,,,
Q3713590,Q462471,playsposition,,,,,
Q3713631,Q462471,playsposition,,,,,
Q3714270,Q462471,playsposition,,,,,
Q3746816,Q462471,playsposition,,,,,
Q2308671,Q308879,playsposition,,,,,
Q2319183,Q308879,playsposition,,,,,
Q2327023,Q308879,playsposition,,,,,
Q2332410,Q308879,playsposition,,,,,
Q2338196,Q308879,playsposition,,,,,
Q2370493,Q308879,playsposition,,,,,
Q2450222,Q308879,playsposition,,,,,
Q2558243,Q308879,playsposition,,,,,
Q2566442,Q308879,playsposition,,,,,
Q2573604,Q308879,playsposition,,,,,
Q2688037,Q308879,playsposition,,,,,
Q2701571,Q308879,playsposition,,,,,
Q2714935,Q308879,playsposition,,,,,
Q2732920,Q308879,playsposition,,,,,
Q717944,Q462471,playsposition,,,,,
Q725886,Q462471,playsposition,,,,,
Q4957612,Q462471,playsposition,,,,,
Q912679,Q462471,playsposition,,,,,
Q926071,Q462471,playsposition,,,,,
Q929320,Q462471,playsposition,,,,,
Q5293380,Q462471,playsposition,,,,,
Q5300636,Q462471,playsposition,,,,,
Q14324358,Q462471,playsposition,,,,,
Q2609359,Q462471,playsposition,,,,,
Q2620577,Q462471,playsposition,,,,,
Q2698421,Q462471,playsposition,,,,,
Q2714920,Q462471,playsposition,,,,,
Q2733952,Q462471,playsposition,,,,,
Q2735520,Q462471,playsposition,,,,,
Q2897346,Q462471,playsposition,,,,,
Q2904270,Q462471,playsposition,,,,,
Q3071971,Q462471,playsposition,,,,,
Q3262413,Q462471,playsposition,,,,,
Q24178,Q462471,playsposition,,,,,
Q25278,Q462471,playsposition,,,,,
Q3445686,Q462471,playsposition,,,,,
Q6454845,Q462471,playsposition,,,,,
Q3618541,Q462471,playsposition,,,,,
Q3641241,Q462471,playsposition,,,,,
Q3641288,Q462471,playsposition,,,,,
Q3641301,Q462471,playsposition,,,,,
Q3641331,Q462471,playsposition,,,,,
Q3641400,Q462471,playsposition,,,,,
Q3643485,Q462471,playsposition,,,,,
Q3643499,Q462471,playsposition,,,,,
Q3645497,Q462471,playsposition,,,,,
Q3664162,Q462471,playsposition,,,,,
Q3666386,Q462471,playsposition,,,,,
Q3666683,Q462471,playsposition,,,,,
Q3681721,Q462471,playsposition,,,,,
Q3713560,Q462471,playsposition,,,,,
Q3716818,Q462471,playsposition,,,,,
Q3758558,Q462471,playsposition,,,,,
Q3760661,Q462471,playsposition,,,,,
Q3776447,Q462471,playsposition,,,,,
Q3786702,Q462471,playsposition,,,,,
Q6848154,Q462471,playsposition,,,,,
Q6880950,Q462471,playsposition,,,,,
Q7286570,Q462471,playsposition,,,,,
Q65962117,Q462471,playsposition,,,,,
Q7836400,Q462471,playsposition,,,,,
Q3946372,Q462471,playsposition,,,,,
Q4013887,Q462471,playsposition,,,,,
Q4017995,Q462471,playsposition,,,,,
Q4018603,Q462471,playsposition,,,,,
Q150327,Q462471,playsposition,,,,,
Q150510,Q462471,playsposition,,,,,
Q201386,Q462471,playsposition,,,,,
Q297221,Q462471,playsposition,,,,,
Q304473,Q462471,playsposition,,,,,
Q316258,Q462471,playsposition,,,,,
Q317065,Q462471,playsposition,,,,,
Q357438,Q462471,playsposition,,,,,
Q375189,Q462471,playsposition,,,,,
Q375230,Q462471,playsposition,,,,,
Q459463,Q462471,playsposition,,,,,
Q8992362,Q462471,playsposition,,,,,
Q472044,Q462471,playsposition,,,,,
Q521511,Q462471,playsposition,,,,,
Q523714,Q462471,playsposition,,,,,
Q527780,Q462471,playsposition,,,,,
Q530162,Q462471,playsposition,,,,,
Q552489,Q462471,playsposition,,,,,
Q568302,Q462471,playsposition,,,,,
Q587071,Q462471,playsposition,,,,,
Q601776,Q462471,playsposition,,,,,
Q611560,Q462471,playsposition,,,,,
Q617829,Q462471,playsposition,,,,,
Q664243,Q462471,playsposition,,,,,
Q677332,Q462471,playsposition,,,,,
Q698125,Q462471,playsposition,,,,,
Q62728876,Q462471,playsposition,,,,,
Q28450897,Q462471,playsposition,,,,,
Q29109873,Q462471,playsposition,,,,,
Q61787946,Q462471,playsposition,,,,,
Q62113739,Q462471,playsposition,,,,,
Q393404,Q462471,playsposition,,,,,
Q428535,Q462471,playsposition,,,,,
Q444027,Q462471,playsposition,,,,,
Q459471,Q462471,playsposition,,,,,
Q505500,Q462471,playsposition,,,,,
Q514592,Q462471,playsposition,,,,,
Q521859,Q462471,playsposition,,,,,
Q539560,Q462471,playsposition,,,,,
Q547400,Q462471,playsposition,,,,,
Q553505,Q462471,playsposition,,,,,
Q558601,Q462471,playsposition,,,,,
Q562764,Q462471,playsposition,,,,,
Q588607,Q462471,playsposition,,,,,
Q591020,Q462471,playsposition,,,,,
Q617619,Q462471,playsposition,,,,,
Q641523,Q462471,playsposition,,,,,
Q648447,Q462471,playsposition,,,,,
Q736301,Q462471,playsposition,,,,,
Q938769,Q462471,playsposition,,,,,
Q948037,Q462471,playsposition,,,,,
Q953338,Q462471,playsposition,,,,,
Q961491,Q462471,playsposition,,,,,
Q963613,Q462471,playsposition,,,,,
Q994442,Q462471,playsposition,,,,,
Q1111983,Q462471,playsposition,,,,,
Q1132507,Q462471,playsposition,,,,,
Q1132738,Q462471,playsposition,,,,,
Q1132834,Q462471,playsposition,,,,,
Q1364009,Q462471,playsposition,,,,,
Q1392517,Q462471,playsposition,,,,,
Q1439529,Q462471,playsposition,,,,,
Q1444910,Q462471,playsposition,,,,,
Q1463357,Q462471,playsposition,,,,,
Q1469007,Q462471,playsposition,,,,,
Q1606849,Q462471,playsposition,,,,,
Q1607059,Q462471,playsposition,,,,,
Q1607188,Q462471,playsposition,,,,,
Q1608253,Q462471,playsposition,,,,,
Q1608322,Q462471,playsposition,,,,,
Q1608677,Q462471,playsposition,,,,,
Q1610216,Q462471,playsposition,,,,,
Q1622327,Q462471,playsposition,,,,,
Q1626563,Q462471,playsposition,,,,,
Q1627398,Q462471,playsposition,,,,,
Q2059578,Q462471,playsposition,,,,,
Q2157612,Q462471,playsposition,,,,,
Q2187615,Q462471,playsposition,,,,,
Q2608840,Q462471,playsposition,,,,,
Q2627006,Q462471,playsposition,,,,,
Q2326383,Q462471,playsposition,,,,,
Q2335114,Q462471,playsposition,,,,,
Q2335270,Q462471,playsposition,,,,,
Q2342369,Q462471,playsposition,,,,,
Q2357845,Q462471,playsposition,,,,,
Q50527655,Q462471,playsposition,,,,,
Q1997346,Q462471,playsposition,,,,,
Q2256877,Q462471,playsposition,,,,,
Q190152,Q308879,playsposition,,,,,
Q264393,Q308879,playsposition,,,,,
Q282322,Q308879,playsposition,,,,,
Q316261,Q308879,playsposition,,,,,
Q317583,Q308879,playsposition,,,,,
Q351032,Q308879,playsposition,,,,,
Q352140,Q308879,playsposition,,,,,
Q357096,Q308879,playsposition,,,,,
Q358108,Q308879,playsposition,,,,,
Q28935742,Q462471,playsposition,,,,,
Q372408,Q308879,playsposition,,,,,
Q373871,Q308879,playsposition,,,,,
Q382285,Q308879,playsposition,,,,,
Q443730,Q308879,playsposition,,,,,
Q513749,Q308879,playsposition,,,,,
Q51337300,Q462471,playsposition,,,,,
Q533101,Q308879,playsposition,,,,,
Q553228,Q308879,playsposition,,,,,
Q555127,Q308879,playsposition,,,,,
Q29167241,Q462471,playsposition,,,,,
Q56073240,Q462471,playsposition,,,,,
Q47299742,Q462471,playsposition,,,,,
Q3603094,Q462471,playsposition,,,,,
Q3637930,Q462471,playsposition,,,,,
Q3638682,Q462471,playsposition,,,,,
Q3639956,Q462471,playsposition,,,,,
Q3645469,Q462471,playsposition,,,,,
Q3666422,Q462471,playsposition,,,,,
Q3666431,Q462471,playsposition,,,,,
Q3680679,Q462471,playsposition,,,,,
Q3703039,Q462471,playsposition,,,,,
Q3718942,Q462471,playsposition,,,,,
Q3735456,Q462471,playsposition,,,,,
Q3751911,Q462471,playsposition,,,,,
Q3776416,Q462471,playsposition,,,,,
Q3780060,Q462471,playsposition,,,,,
Q60950296,Q462471,playsposition,,,,,
Q3801802,Q462471,playsposition,,,,,
Q3808347,Q462471,playsposition,,,,,
Q3808350,Q462471,playsposition,,,,,
Q3808638,Q462471,playsposition,,,,,
Q3808644,Q462471,playsposition,,,,,
Q3827154,Q462471,playsposition,,,,,
Q3827161,Q462471,playsposition,,,,,
Q3832633,Q462471,playsposition,,,,,
Q3843599,Q462471,playsposition,,,,,
Q92198887,Q462471,playsposition,,,,,
Q3930023,Q462471,playsposition,,,,,
Q3934744,Q462471,playsposition,,,,,
Q3939847,Q462471,playsposition,,,,,
Q65553146,Q462471,playsposition,,,,,
Q3964848,Q462471,playsposition,,,,,
Q3984805,Q462471,playsposition,,,,,
Q3990660,Q462471,playsposition,,,,,
Q36159,Q308879,playsposition,,,,,
Q514562,Q462471,playsposition,,,,,
Q515683,Q462471,playsposition,,,,,
Q521872,Q462471,playsposition,,,,,
Q529751,Q462471,playsposition,,,,,
Q533068,Q462471,playsposition,,,,,
Q547123,Q462471,playsposition,,,,,
Q547977,Q462471,playsposition,,,,,
Q557144,Q462471,playsposition,,,,,
Q557148,Q462471,playsposition,,,,,
Q557835,Q462471,playsposition,,,,,
Q44741149,Q462471,playsposition,,,,,
Q582252,Q462471,playsposition,,,,,
Q630484,Q462471,playsposition,,,,,
Q658347,Q462471,playsposition,,,,,
Q660132,Q462471,playsposition,,,,,
Q706052,Q462471,playsposition,,,,,
Q715717,Q462471,playsposition,,,,,
Q716062,Q462471,playsposition,,,,,
Q93587,Q462471,playsposition,,,,,
Q955015,Q462471,playsposition,,,,,
Q80856309,Q462471,playsposition,,,,,
Q1101335,Q462471,playsposition,,,,,
Q1282320,Q462471,playsposition,,,,,
Q1363884,Q462471,playsposition,,,,,
Q1413920,Q462471,playsposition,,,,,
Q1424502,Q462471,playsposition,,,,,
Q1444934,Q462471,playsposition,,,,,
Q1452899,Q462471,playsposition,,,,,
Q1460225,Q462471,playsposition,,,,,
Q1460233,Q462471,playsposition,,,,,
Q1463146,Q462471,playsposition,,,,,
Q1469682,Q462471,playsposition,,,,,
Q1607214,Q462471,playsposition,,,,,
Q1612392,Q462471,playsposition,,,,,
Q1616713,Q462471,playsposition,,,,,
Q1620000,Q462471,playsposition,,,,,
Q1620255,Q462471,playsposition,,,,,
Q1620780,Q462471,playsposition,,,,,
Q1638658,Q462471,playsposition,,,,,
Q1707741,Q462471,playsposition,,,,,
Q1748212,Q462471,playsposition,,,,,
Q1749506,Q462471,playsposition,,,,,
Q23008059,Q462471,playsposition,,,,,
Q270981,Q462471,playsposition,,,,,
Q294788,Q462471,playsposition,,,,,
Q298981,Q462471,playsposition,,,,,
Q316256,Q462471,playsposition,,,,,
Q318929,Q462471,playsposition,,,,,
Q326355,Q462471,playsposition,,,,,
Q63070175,Q462471,playsposition,,,,,
Q357295,Q462471,playsposition,,,,,
Q361134,Q462471,playsposition,,,,,
Q364321,Q462471,playsposition,,,,,
Q50874765,Q462471,playsposition,,,,,
Q28935440,Q462471,playsposition,,,,,
Q28967738,Q462471,playsposition,,,,,
Q28972128,Q462471,playsposition,,,,,
Q51337526,Q462471,playsposition,,,,,
Q46548455,Q462471,playsposition,,,,,
Q51337307,Q462471,playsposition,,,,,
Q20880774,Q462471,playsposition,,,,,
Q21294876,Q462471,playsposition,,,,,
Q21620668,Q462471,playsposition,,,,,
Q62597403,Q462471,playsposition,,,,,
Q180860,Q462471,playsposition,,,,,
Q190152,Q462471,playsposition,,,,,
Q264393,Q462471,playsposition,,,,,
Q264533,Q462471,playsposition,,,,,
Q275889,Q462471,playsposition,,,,,
Q295364,Q462471,playsposition,,,,,
Q310411,Q462471,playsposition,,,,,
Q314415,Q462471,playsposition,,,,,
Q316261,Q462471,playsposition,,,,,
Q317037,Q462471,playsposition,,,,,
Q317583,Q462471,playsposition,,,,,
Q352140,Q462471,playsposition,,,,,
Q372408,Q462471,playsposition,,,,,
Q390274,Q462471,playsposition,,,,,
Q443730,Q462471,playsposition,,,,,
Q463212,Q462471,playsposition,,,,,
Q516314,Q462471,playsposition,,,,,
Q517350,Q462471,playsposition,,,,,
Q519298,Q462471,playsposition,,,,,
Q521931,Q462471,playsposition,,,,,
Q526873,Q462471,playsposition,,,,,
Q535652,Q462471,playsposition,,,,,
Q573600,Q462471,playsposition,,,,,
Q577502,Q462471,playsposition,,,,,
Q580031,Q462471,playsposition,,,,,
Q586182,Q462471,playsposition,,,,,
Q611372,Q462471,playsposition,,,,,
Q611756,Q462471,playsposition,,,,,
Q634770,Q462471,playsposition,,,,,
Q634812,Q462471,playsposition,,,,,
Q640300,Q462471,playsposition,,,,,
Q640496,Q462471,playsposition,,,,,
Q671294,Q462471,playsposition,,,,,
Q676808,Q462471,playsposition,,,,,
Q680038,Q462471,playsposition,,,,,
Q716637,Q462471,playsposition,,,,,
Q718789,Q462471,playsposition,,,,,
Q744920,Q462471,playsposition,,,,,
Q36159,Q462471,playsposition,,,,,
Q48845,Q462471,playsposition,,,,,
Q75060241,Q462471,playsposition,,,,,
Q75573421,Q462471,playsposition,,,,,
Q373938,Q462471,playsposition,,,,,
Q375600,Q462471,playsposition,,,,,
Q380006,Q462471,playsposition,,,,,
Q386656,Q462471,playsposition,,,,,
Q431329,Q462471,playsposition,,,,,
Q441654,Q462471,playsposition,,,,,
Q465812,Q462471,playsposition,,,,,
Q505136,Q462471,playsposition,,,,,
Q512310,Q462471,playsposition,,,,,
Q533136,Q462471,playsposition,,,,,
Q543107,Q462471,playsposition,,,,,
Q22096243,Q462471,playsposition,,,,,
Q553497,Q462471,playsposition,,,,,
Q553512,Q462471,playsposition,,,,,
Q554582,Q462471,playsposition,,,,,
Q570415,Q462471,playsposition,,,,,
Q596374,Q462471,playsposition,,,,,
Q604855,Q462471,playsposition,,,,,
Q716085,Q462471,playsposition,,,,,
Q732470,Q462471,playsposition,,,,,
Q770894,Q462471,playsposition,,,,,
Q781925,Q462471,playsposition,,,,,
Q935850,Q462471,playsposition,,,,,
Q939309,Q462471,playsposition,,,,,
Q949454,Q462471,playsposition,,,,,
Q964594,Q462471,playsposition,,,,,
Q975034,Q462471,playsposition,,,,,
Q983245,Q462471,playsposition,,,,,
Q1061776,Q462471,playsposition,,,,,
Q1070836,Q462471,playsposition,,,,,
Q1116123,Q462471,playsposition,,,,,
Q1361081,Q462471,playsposition,,,,,
Q1365645,Q462471,playsposition,,,,,
Q1371485,Q462471,playsposition,,,,,
Q1381732,Q462471,playsposition,,,,,
Q1424134,Q462471,playsposition,,,,,
Q1455079,Q462471,playsposition,,,,,
Q1460162,Q462471,playsposition,,,,,
Q1555321,Q462471,playsposition,,,,,
Q1607091,Q462471,playsposition,,,,,
Q1609268,Q462471,playsposition,,,,,
Q1609980,Q462471,playsposition,,,,,
Q1617436,Q462471,playsposition,,,,,
Q1617769,Q462471,playsposition,,,,,
Q1624895,Q462471,playsposition,,,,,
Q1626508,Q462471,playsposition,,,,,
Q1630662,Q462471,playsposition,,,,,
Q1632222,Q462471,playsposition,,,,,
Q1644826,Q462471,playsposition,,,,,
Q1648070,Q462471,playsposition,,,,,
Q1652406,Q462471,playsposition,,,,,
Q1747216,Q462471,playsposition,,,,,
Q1748218,Q462471,playsposition,,,,,
Q1869647,Q462471,playsposition,,,,,
Q2062631,Q462471,playsposition,,,,,
Q42615,Q462471,playsposition,,,,,
Q61675,Q462471,playsposition,,,,,
Q2319853,Q462471,playsposition,,,,,
Q2322285,Q462471,playsposition,,,,,
Q2324127,Q462471,playsposition,,,,,
Q2326029,Q462471,playsposition,,,,,
Q2331415,Q462471,playsposition,,,,,
Q2332758,Q462471,playsposition,,,,,
Q2343352,Q462471,playsposition,,,,,
Q2346016,Q462471,playsposition,,,,,
Q2353002,Q462471,playsposition,,,,,
Q2354921,Q462471,playsposition,,,,,
Q2359221,Q462471,playsposition,,,,,
Q2423256,Q462471,playsposition,,,,,
Q56250275,Q462471,playsposition,,,,,
Q2429412,Q462471,playsposition,,,,,
Q24004970,Q462471,playsposition,,,,,
Q2463660,Q462471,playsposition,,,,,
Q2469672,Q462471,playsposition,,,,,
Q2501262,Q462471,playsposition,,,,,
Q2557042,Q462471,playsposition,,,,,
Q2560773,Q462471,playsposition,,,,,
Q2561861,Q462471,playsposition,,,,,
Q2563094,Q462471,playsposition,,,,,
Q2567550,Q462471,playsposition,,,,,
Q2568249,Q462471,playsposition,,,,,
Q19706820,Q462471,playsposition,,,,,
Q29281952,Q462471,playsposition,,,,,
Q20710441,Q462471,playsposition,,,,,
Q21020894,Q462471,playsposition,,,,,
Q21039421,Q462471,playsposition,,,,,
Q53361884,Q462471,playsposition,,,,,
Q21260552,Q462471,playsposition,,,,,
Q34634444,Q462471,playsposition,,,,,
Q72252,Q462471,playsposition,,,,,
Q116254,Q462471,playsposition,,,,,
Q137450,Q462471,playsposition,,,,,
Q193020,Q462471,playsposition,,,,,
Q193052,Q462471,playsposition,,,,,
Q311869,Q462471,playsposition,,,,,
Q313499,Q462471,playsposition,,,,,
Q316336,Q462471,playsposition,,,,,
Q316580,Q462471,playsposition,,,,,
Q317527,Q462471,playsposition,,,,,
Q319313,Q462471,playsposition,,,,,
Q41421,Q2302133,playsposition,,,,,
Q298981,Q1607137,playsposition,,,,,
Q25369,Q2302133,playsposition,,,,,
Q2698438,Q462471,playsposition,,,,,
Q2724864,Q462471,playsposition,,,,,
Q2735542,Q462471,playsposition,,,,,
Q2450451,Q462471,playsposition,,,,,
Q2451066,Q462471,playsposition,,,,,
Q2526170,Q462471,playsposition,,,,,
Q2527111,Q462471,playsposition,,,,,
Q2529656,Q462471,playsposition,,,,,
Q2539924,Q462471,playsposition,,,,,
Q76005502,Q2302133,playsposition,,,,,
Q2557724,Q462471,playsposition,,,,,
Q2561603,Q462471,playsposition,,,,,
Q2566860,Q462471,playsposition,,,,,
Q2569309,Q462471,playsposition,,,,,
Q36159,Q1607137,playsposition,,,,,
Q91330335,Q1439280,playsposition,,,,,
Q2627577,Q462471,playsposition,,,,,
Q2664185,Q462471,playsposition,,,,,
Q2733498,Q462471,playsposition,,,,,
Q3182392,Q462471,playsposition,,,,,
Q3185958,Q462471,playsposition,,,,,
Q3499332,Q462471,playsposition,,,,,
Q3156151,Q462471,playsposition,,,,,
Q926284,Q2302133,playsposition,,,,,
Q3615433,Q462471,playsposition,,,,,
Q3641277,Q462471,playsposition,,,,,
Q3641389,Q462471,playsposition,,,,,
Q1034012,Q1439280,playsposition,,,,,
Q3644497,Q462471,playsposition,,,,,
Q3696468,Q462471,playsposition,,,,,
Q3703149,Q462471,playsposition,,,,,
Q3705488,Q462471,playsposition,,,,,
Q3706968,Q462471,playsposition,,,,,
Q3713483,Q462471,playsposition,,,,,
Q3713656,Q462471,playsposition,,,,,
Q3718861,Q462471,playsposition,,,,,
Q3776415,Q462471,playsposition,,,,,
Q3787269,Q462471,playsposition,,,,,
Q3807779,Q462471,playsposition,,,,,
Q3808326,Q462471,playsposition,,,,,
Q3808693,Q462471,playsposition,,,,,
Q3809678,Q462471,playsposition,,,,,
Q3814628,Q462471,playsposition,,,,,
Q3827088,Q462471,playsposition,,,,,
Q3843718,Q462471,playsposition,,,,,
Q3852258,Q462471,playsposition,,,,,
Q3898145,Q462471,playsposition,,,,,
Q3901329,Q462471,playsposition,,,,,
Q100930247,Q462471,playsposition,,,,,
Q3618531,Q462471,playsposition,,,,,
Q3624013,Q462471,playsposition,,,,,
Q3641294,Q462471,playsposition,,,,,
Q3646289,Q462471,playsposition,,,,,
Q3660756,Q462471,playsposition,,,,,
Q3680582,Q462471,playsposition,,,,,
Q3703121,Q462471,playsposition,,,,,
Q3704269,Q462471,playsposition,,,,,
Q3705491,Q462471,playsposition,,,,,
Q3706354,Q462471,playsposition,,,,,
Q3706955,Q462471,playsposition,,,,,
Q3714043,Q462471,playsposition,,,,,
Q3751850,Q462471,playsposition,,,,,
Q3758488,Q462471,playsposition,,,,,
Q3760444,Q462471,playsposition,,,,,
Q3787251,Q462471,playsposition,,,,,
Q3807993,Q462471,playsposition,,,,,
Q3809657,Q462471,playsposition,,,,,
Q3812791,Q462471,playsposition,,,,,
Q3814327,Q462471,playsposition,,,,,
Q3814458,Q462471,playsposition,,,,,
Q3814825,Q462471,playsposition,,,,,
Q3816491,Q462471,playsposition,,,,,
Q62083526,Q1439280,playsposition,,,,,
Q764756,Q462471,playsposition,,,,,
Q862801,Q462471,playsposition,,,,,
Q923075,Q462471,playsposition,,,,,
Q961786,Q462471,playsposition,,,,,
Q982558,Q462471,playsposition,,,,,
Q983599,Q462471,playsposition,,,,,
Q1112016,Q462471,playsposition,,,,,
Q1267622,Q462471,playsposition,,,,,
Q1377443,Q462471,playsposition,,,,,
Q1381221,Q462471,playsposition,,,,,
Q1445196,Q462471,playsposition,,,,,
Q1458255,Q462471,playsposition,,,,,
Q1560424,Q462471,playsposition,,,,,
Q1590021,Q462471,playsposition,,,,,
Q1606779,Q462471,playsposition,,,,,
Q1607991,Q462471,playsposition,,,,,
Q1608898,Q462471,playsposition,,,,,
Q1608912,Q462471,playsposition,,,,,
Q1609491,Q462471,playsposition,,,,,
Q1616732,Q462471,playsposition,,,,,
Q1616754,Q462471,playsposition,,,,,
Q1617065,Q462471,playsposition,,,,,
Q1617925,Q462471,playsposition,,,,,
Q1619365,Q462471,playsposition,,,,,
Q1620628,Q462471,playsposition,,,,,
Q1621428,Q462471,playsposition,,,,,
Q1621720,Q462471,playsposition,,,,,
Q1623189,Q462471,playsposition,,,,,
Q1626424,Q462471,playsposition,,,,,
Q1626497,Q462471,playsposition,,,,,
Q1628889,Q462471,playsposition,,,,,
Q1632215,Q462471,playsposition,,,,,
Q1634970,Q462471,playsposition,,,,,
Q1636927,Q462471,playsposition,,,,,
Q1640839,Q462471,playsposition,,,,,
Q1693481,Q462471,playsposition,,,,,
Q1747397,Q462471,playsposition,,,,,
Q1748462,Q462471,playsposition,,,,,
Q1887208,Q462471,playsposition,,,,,
Q2032563,Q462471,playsposition,,,,,
Q2241186,Q462471,playsposition,,,,,
Q2287483,Q462471,playsposition,,,,,
Q2309496,Q462471,playsposition,,,,,
Q2316073,Q462471,playsposition,,,,,
Q2319183,Q462471,playsposition,,,,,
Q2326677,Q462471,playsposition,,,,,
Q2326977,Q462471,playsposition,,,,,
Q2329828,Q462471,playsposition,,,,,
Q2334128,Q462471,playsposition,,,,,
Q2350312,Q462471,playsposition,,,,,
Q2355167,Q462471,playsposition,,,,,
Q2400019,Q462471,playsposition,,,,,
Q2450222,Q462471,playsposition,,,,,
Q2498467,Q462471,playsposition,,,,,
Q2529214,Q462471,playsposition,,,,,
Q2555611,Q462471,playsposition,,,,,
Q2558243,Q462471,playsposition,,,,,
Q2565064,Q462471,playsposition,,,,,
Q5315988,Q462471,playsposition,,,,,
Q144703,Q462471,playsposition,,,,,
Q18744792,Q462471,playsposition,,,,,
Q13605975,Q308879,playsposition,,,,,
Q4738115,Q308879,playsposition,,,,,
Q4821393,Q308879,playsposition,,,,,
Q5228882,Q308879,playsposition,,,,,
Q5318021,Q308879,playsposition,,,,,
Q6491189,Q462471,playsposition,,,,,
Q6701616,Q462471,playsposition,,,,,
Q5837659,Q308879,playsposition,,,,,
Q10345662,Q308879,playsposition,,,,,
Q7051490,Q462471,playsposition,,,,,
Q16227726,Q462471,playsposition,,,,,
Q40657,Q462471,playsposition,,,,,
Q6387364,Q308879,playsposition,,,,,
Q3640004,Q462471,playsposition,,,,,
Q3649982,Q462471,playsposition,,,,,
Q3666649,Q462471,playsposition,,,,,
Q3683287,Q462471,playsposition,,,,,
Q3718950,Q462471,playsposition,,,,,
Q3780056,Q462471,playsposition,,,,,
Q3804844,Q462471,playsposition,,,,,
Q3805667,Q462471,playsposition,,,,,
Q3806275,Q462471,playsposition,,,,,
Q3808666,Q462471,playsposition,,,,,
Q3809636,Q462471,playsposition,,,,,
Q3811603,Q462471,playsposition,,,,,
Q3826272,Q462471,playsposition,,,,,
